"","DenverFINRISKHacky_Final","Metformin_121_6","PTeam","SB2_Final_Submission","TristanF_Final_Submission","UTK_Bioinformatics_Final_Submission","Yuanfang_Guan_and_Hanrui_Zhang_Final_Submission"
"Simulated_1673",0.114405793853177,0.521972125461468,0.972646201566971,0.0542709501168478,0.48914387795353,0.123949578046122,0.471695313092542
"Simulated_1600",0.00923408597423377,0.0896013152759899,0.951004091237265,0.00307166165142647,0.222347503911056,0.101833898609209,0.470648469954243
"Simulated_1526",0.00814002248716689,0.46265195120293,0.760256170281039,0.00558497358747811,0.233730157304266,0.24355683603115,0.506368585456596
"Simulated_1333",0.0642140135982331,0.0956017267313681,0.82577880578656,0.0398673412041982,0.423334950531234,0.152784817966652,0.468903629255897
"Simulated_1654",0.132527368204002,0.50309669705625,0.979097253790411,0.0461437072827103,0.562236070857603,0.165946630988918,0.501995635196757
"Simulated_3388",0.0563495019460058,0.134594524914681,0.955865443752173,0.0248961065642759,0.405657723611189,0.0799017436665818,0.473507277542744
"Simulated_1356",0.121814433570011,0.213791748730398,0.87090408321523,0.0569551705759663,0.501651784154109,0.130749407962846,0.496026326244974
"Simulated_1801",6.75176424898903e-05,0.08717524768754,0.998327405941654,0.00123943368504242,0.0739540140207781,0.0645574205263705,0.460941986266917
"Simulated_1722",0.040097805935151,0.112130195284478,0.963967697943686,0.010748422143807,0.323411902641448,0.0870296576792059,0.459277921731922
"Simulated_2219",0.00507611359397112,0.0888285457527553,0.982709843035539,0.00334393375982001,0.166971720719742,0.213605979675532,0.452802062366591
"Simulated_1747",0.0354076394580657,0.11340742632929,0.533918496136055,0.0199780141953816,0.328859195955007,0.369175121825891,0.46342664695515
"Simulated_1608",0.181187945468973,0.14650087222749,0.976174559456641,0.150247028961097,0.643467649966039,0.289265500176237,0.532581223080573
"Simulated_1744",0.000702406946629649,0.097406595190815,0.806773270583202,0.00181371422490306,0.0728685771197832,0.129890146125083,0.453825803747304
"Simulated_1339",0.014661736217217,0.110522008819897,0.983098911677408,0.00453557004654459,0.332073247730701,0.0396400131305746,0.462402905574437
"Simulated_1328",0.421119833632087,0.551276288838327,0.984061555739764,0.553822836430442,0.808754268556914,0.330961657605145,0.615038699024693
"Simulated_1609",0.169525371263246,0.490016179182391,0.405460331042597,0.0902705553486971,0.527392288680014,0.36150320162929,0.503316610691289
"Simulated_2198",0.113019811182721,0.144962900514668,0.92175575580929,0.0623993243393345,0.484867046579141,0.181285067115895,0.480228056079272
"Simulated_1661",0.120418166661884,0.139382543205837,0.914523892290825,0.0342896011664869,0.55197111339028,0.366991025137349,0.514252419379697
"Simulated_289",0.0563982956563241,0.117501193865975,0.914618819691417,0.0115823092069429,0.344719750975816,0.111923512145272,0.463555574970921
"Simulated_2207",0.396825825418605,0.613232381127546,0.625102280931625,0.127746486277071,0.716445515573101,0.331149090831954,0.628183966381522
"Simulated_1796",0.0117065755734451,0.0971359409713563,0.924151669920046,0.0196752561043301,0.266638323461711,0.241860167939305,0.461780191715162
"Simulated_1779",0.176626849054581,0.58445208389327,0.903401342353665,0.114528537118196,0.697454779360268,0.2379151453317,0.561463998966073
"Simulated_3465",0.00198393820683333,0.106184242312603,0.9407693130465,0.00495197920959223,0.181959222305583,0.173920952075041,0.453525177828451
"Simulated_1791",0.000162713048954312,0.0923927452686477,0.887973634248737,0.000677740669749349,0.0169794733049751,0.0783970689181592,0.452909827509016
"Simulated_293",0.0218143669715461,0.0944875762187059,0.979574564804664,0.00864146030994095,0.287671097684161,0.0864265448666671,0.464357397171574
"Simulated_1324",0.22706213196481,0.540915399464837,0.853962216220553,0.220776080302797,0.632561518144371,0.209193779339104,0.511875163249602
"Simulated_2209",0.224131184905522,0.562782090629529,0.909534187234269,0.676436996215513,0.593764415184032,0.310506351589437,0.527761854050593
"Simulated_1340",0.076029156498783,0.152479424341477,0.951386474850924,0.0305114735108706,0.484206260861759,0.131835403238139,0.492258315013497
"Simulated_3541",0.00203949905471327,0.105503480115219,0.703258282749954,0.00606722239076818,0.250038125600092,0.200457210850824,0.512493178395506
"Simulated_3536",0.00241010210315592,0.0944131340147097,0.814657592855041,0.00290467385188531,0.150328394456079,0.355003079943745,0.45321034490915
"Simulated_3540",0.000700035252752082,0.0869489798684584,0.968109741423109,0.00201082205826864,0.132709659756519,0.0545114521563898,0.460941986266917
"Simulated_3538",0.00456631554932718,0.520537464133077,0.635464074658395,0.00677773422431771,0.224267203098778,0.253348017966357,0.463787038932637
"Simulated_3544",0.199284823765232,0.209273982451608,0.985482792737386,0.146728283575726,0.655728810748207,0.318600733273863,0.552407720760128
"Simulated_2223",0.0543071875766755,0.122871800546006,0.975129021044468,0.0277612654390984,0.40679191595673,0.198193285068886,0.471752971771553
"Simulated_1523",0.145797593040386,0.133413637703505,0.728221515094795,0.0542122467604647,0.495369228279564,0.178503747583517,0.467405089125822
"Simulated_1515",0.136342088724686,0.53076897516205,0.951950691231917,0.126282370113044,0.522924101223633,0.28983751613831,0.550270777775181
"Simulated_1520",0.0727230481125175,0.153517617498415,0.860191994010214,0.0685683681210586,0.432259319210623,0.125091838637392,0.480411047954954
"Simulated_1519",0.204479794730346,0.157930200947215,0.437738321255716,0.0950373319429246,0.632864071543594,0.373466370217634,0.542529917510478
"Simulated_1512",0.0193683652942098,0.0951975975190072,0.921293151857102,0.0162879115362908,0.321176996631499,0.0697101795866792,0.460869251510274
"Simulated_1419",0.0224234832096899,0.101154726512264,0.824282696472979,0.0112084377187314,0.275630355632617,0.186868849098855,0.45701600765378
"Simulated_1525",0.00415943384192373,0.0945165569703091,0.979868706045939,0.0033819118005628,0.201860611310796,0.0746577201004616,0.454664009195549
"Simulated_1415",0.307216636818527,0.621441272029395,0.943881862181459,0.226139472357545,0.690134944817993,0.28856678665114,0.534477392031939
"Simulated_1417",0.0107425240927919,0.483157594771748,0.86573789341391,0.0110164771970812,0.316786117714338,0.287395228450774,0.516228598359082
"Simulated_3530",0.144982112310357,0.1586158585358,0.940542022087333,0.107875452984012,0.541459935143868,0.107262198313238,0.492828527628194
"Simulated_1475",0.160215838536437,0.180982887900942,0.687077840468488,0.0431960523711554,0.510176598565822,0.664828683186432,0.510638322608767
"Simulated_1434",0.0598725814891636,0.108671560108016,0.972299917105651,0.0419970936111084,0.451355728534633,0.189011119220224,0.512277225745744
"Simulated_1480",0.0186299073230864,0.0917550666112538,0.795503650025402,0.00791540348660413,0.270412541521864,0.1424314657787,0.457566736106218
"Simulated_1477",0.118618765128312,0.132772753167276,0.940754605984436,0.00714593513467876,0.447157337443088,0.0614444173834006,0.464303307770809
"Simulated_1472",0.11320984321208,0.13167585048783,0.951667246035778,0.0694172782548225,0.511076236982598,0.22982754875484,0.536231964027597
"Simulated_1474",0.347940360427893,0.544680428407261,0.957818808995374,0.24738704257722,0.670479560283095,0.28443314476875,0.534476039156904
"Simulated_952",0.0529368579272416,0.114573460589684,0.949326149156349,0.00649371388941522,0.346346994028245,0.0913636777952585,0.474318632356907
"Simulated_959",0.00575641389752563,0.0856347123861085,0.887987004305158,0.00363473991506946,0.241329584442278,0.112943781239601,0.459205936325085
"Simulated_963",0.247066274119139,0.169855539620715,0.987933524079472,0.0812195425713894,0.636812543993566,0.209173754088658,0.543115380924723
"Simulated_967",0.462826004625525,0.599396302488505,0.838524480573308,0.73813924132167,0.842501227979861,0.363907997757976,0.637709264200741
"Simulated_968",0.0363780964612991,0.106701579356137,0.966352916009307,0.00544564521512936,0.337830072176376,0.0492238976156682,0.467297432502116
"Simulated_879",0.160370545672583,0.489737328853394,0.51710297617456,0.095157650323042,0.575278693822933,0.225024282382743,0.512436967420074
"Simulated_3524",0.0686169139621444,0.117941613891207,0.975693237425461,0.0182401324858033,0.376890658727897,0.103356315474549,0.458283099016846
"Simulated_954",0.129399255059513,0.54690617424951,0.903842554215578,0.135303737975001,0.575554880364264,0.0737233337052272,0.514084578978713
"Simulated_875",0.00106262107211343,0.0929373398889765,0.970428109206621,0.00163752773999937,0.118415078794835,0.164756303798142,0.459205936325085
"Simulated_880",0.0174135995291302,0.112177450193175,0.85174211835174,0.0175995897195869,0.266396965241841,0.293507831661582,0.468074214564166
"Simulated_953",0.101236646471445,0.135009491795133,0.963733721956306,0.0764430075069961,0.53828796475373,0.154980602885729,0.495920509414342
"Simulated_947",0.158125056785069,0.162116833807419,0.947824691820199,0.0560126970844762,0.573370933816411,0.316016619124785,0.550461736550401
"Simulated_1401",0.0108620095897219,0.0972038143997761,0.872184934620424,0.0116313192345393,0.30442126145775,0.360938775574371,0.467160324292943
"Simulated_5789",0.0694884361590436,0.1370699861744,0.946089258496671,0.0269761378074794,0.465116828493574,0.149139725265609,0.496641785083128
"Simulated_3421",0.0281719086196416,0.112913678311491,0.995304436184722,0.0109689253145158,0.321630078557814,0.0669470226106552,0.462402905574437
"Simulated_3414",0.0151559597671794,0.100220527155144,0.774247934326283,0.00689719755367069,0.290030205123785,0.230473244249255,0.45446537755178
"Simulated_1772",0.114347193131753,0.146074941820025,0.808379014359439,0.0677975771767635,0.531091307033818,0.225902775117829,0.533126165748598
"Simulated_303",0.356001915328458,0.659054680688639,0.722989812017007,0.155341117863195,0.703950027044087,0.466513017712473,0.630378115729709
"Simulated_1776",0.0508463198881893,0.124827817057338,0.873904323876248,0.0247077469159619,0.404744808920267,0.107567187789123,0.46342664695515
"Simulated_3547",0.0306034655624485,0.11568603079998,0.976794930074605,0.0142852202632389,0.334743065062599,0.2134112607029,0.480576621829995
"Simulated_965",0.0934628738198735,0.157257542919378,0.852214081343424,0.0328221535072943,0.494392105728436,0.141414755259446,0.488538102236493
"Simulated_1398",0.0047916957223958,0.0851526386013882,0.960888573949783,0.00574529166206483,0.21826178610353,0.161542863079237,0.458590477486931
"Simulated_1396",0.0324303527556132,0.498480691323793,0.853925448565395,0.0255492370604437,0.394299649692196,0.106767485824151,0.488002891664458
"Simulated_5787",0.0472404252071031,0.113957145274183,0.879337914806002,0.0200172842503549,0.370767477511772,0.10684420534304,0.47236414075977
"Simulated_1392",0.0641085458696664,0.102525494727615,0.965128218841084,0.0122955224714402,0.403461126793858,0.0712075612847444,0.461787446736284
"Simulated_1315",0.221783637572637,0.201132733670738,0.968123779982353,0.069036203970094,0.583262246887427,0.23764088504395,0.522873191919706
"Simulated_1306",0.0906686956384626,0.128248123968381,0.970067117683237,0.0160651258423677,0.418780158760997,0.166802645772602,0.486259372217386
"Simulated_1425",0.175983855361278,0.153300230661101,0.983278070433458,0.0489974308844987,0.57642371073369,0.199308339613019,0.489038577946603
"Simulated_1308",0.0572155841669248,0.51559777694356,0.975579591945878,0.0173511614507212,0.539997189689225,0.164569531067554,0.503183293944675
"Simulated_1420",0.0836036607228065,0.127870888040818,0.813152124501965,0.0313498761874278,0.466968930615422,0.37265292927392,0.525938993158926
"Simulated_1273",0.00292309645828735,0.0875973882992489,0.982660373826778,0.00353367693699391,0.199947666206244,0.101208616854702,0.459205936325085
"Simulated_1468",0.27667412017337,0.180387836990086,0.89751584351686,0.185698515158479,0.658291706139628,0.227235414105754,0.535756443833646
"Simulated_1471",0.110204615866544,0.118554747799136,0.875481990534001,0.0456111553152985,0.449505217285899,0.202259437800762,0.47005629865238
"Simulated_5792",0.0570108070358629,0.117411472293586,0.79526700002674,0.0182572021115118,0.382260396401149,0.339198469031463,0.464756835128106
"Simulated_1454",0.114825239353263,0.146668988545386,0.906614166911785,0.0341579932073393,0.48395609755726,0.168805362410687,0.492946525464161
"Simulated_3409",0.0893437726883864,0.493445295851245,0.996566569510923,0.0346231761513374,0.444535897534278,0.175939288452321,0.492976834115427
"Simulated_1276",0.103308836178053,0.126915490439112,0.961598523945772,0.0491882342404787,0.544995310205945,0.13143619478165,0.505625468644442
"Simulated_1275",0.0207087005679076,0.1004433451944,0.693979463593337,0.00849746361772175,0.284474173262712,0.43021377295733,0.457434765943603
"Simulated_1817",0.0633823886888027,0.106612757648594,0.969203412038398,0.0148466233765372,0.394990196052784,0.165600327188643,0.465241434855052
"Simulated_1816",0.281398162113606,0.609282218082845,0.736321095275022,0.360555494869676,0.706891298194969,0.694340482503942,0.616700701334639
"Simulated_1504",0.0364837090005938,0.114416499460192,0.837129983688531,0.0148379277553936,0.344910524824893,0.187955410848444,0.458256111446647
"Simulated_858",0.0876129541041518,0.135826920948891,0.730352702088402,0.0234747843417089,0.419729553913894,0.351994951880024,0.464756835128106
"Simulated_1762",0.123308939192078,0.149190709716992,0.806461748268578,0.0536951892471617,0.506551506442625,0.437567688067874,0.493258081562818
"Simulated_853",0.103127052326581,0.119504017942598,0.909971388079258,0.041745634851593,0.492169540610905,0.118466833536893,0.475974566960771
"Simulated_1763",0.039993635243548,0.111052923383619,0.927740193063613,0.0223947477843559,0.371267356748692,0.0898099229795068,0.458404941554464
"Simulated_857",9.74906772834495e-05,0.0867049406430706,0.991936518972111,0.00081438567063552,0.0788842200848323,0.0470160788916499,0.460026010028629
"Simulated_2908",0.01424015344407,0.0937939140906188,0.948533304810547,0.0171530954883122,0.340716717383944,0.0258984950819361,0.470542829474763
"Simulated_5016",0.146222892252314,0.177323464731838,0.950163114688344,0.0852879987761819,0.546753513347471,0.186949361863852,0.500141389938216
"Simulated_2927",0.0989857207300285,0.494221516225353,0.964620156697062,0.0374308852533545,0.436606961053724,0.147980644711325,0.497231393385643
"Simulated_5073",0.83823892460204,0.625523105437021,0.528539722437629,0.685503723683301,0.843244434584482,0.62390552066477,0.688849281399739
"Simulated_5007",0.260296264718789,0.592715512270409,0.672789261170682,0.140624354101907,0.689059833855372,0.469860060477787,0.563171102360944
"Simulated_6805",0.0996156350365744,0.14260234298795,0.987100569564404,0.0264067558580627,0.414159321832166,0.115362586007215,0.464303307770809
"Simulated_5000",0.321302312691813,0.559359828953971,0.93984811615905,0.230556523534053,0.673611585165754,0.282975422937071,0.554760763528057
"Simulated_5011",0.121006497068627,0.1183709495706,0.967311549054736,0.0196462196995858,0.460989987120847,0.131083639291714,0.474361106989646
"Simulated_6625",0.00670011117616837,0.0972925874458264,0.994627911329785,0.00211610005101392,0.156227385024785,0.0659161011001838,0.441028862731057
"Simulated_2921",0.0298204071933877,0.113378541023761,0.955309249405033,0.0142439382487959,0.338820336098086,0.256632170579511,0.469824217659584
"Simulated_5002",0.0604676834530705,0.104893713702026,0.980185576383133,0.0299933303214526,0.348861876965412,0.0787584002361361,0.45940878084313
"Simulated_3346",0.20527458869778,0.202924834729779,0.858555499104207,0.0911639757866892,0.586142775390895,0.221551443378046,0.512719918097245
"Simulated_5012",0.314540837820121,0.618881346791049,0.575563547878172,0.0779216415637629,0.635425694916263,0.280342948349578,0.579140176777506
"Simulated_5010",0.254675539478177,0.608876505768905,0.477613177527609,0.092394778981798,0.660795284733851,0.429803538046024,0.622906426907361
"Simulated_6795",0.333118532807735,0.577625876233262,0.826657218493462,0.186942522679146,0.666593031807666,0.210753509357652,0.538116861225013
"Simulated_5001",0.189919064733846,0.58978902401574,0.945533064149532,0.125756984636159,0.567209764936441,0.241614279868109,0.522360093610714
"Simulated_6628",0.00495210552619238,0.104043715442082,0.850268738134073,0.0035054997471009,0.137499544886003,0.147804577020843,0.441028862731057
"Simulated_2899",0.310882162522805,0.579317313726952,0.955912238949649,0.337145676995608,0.734846976693338,0.263336969116729,0.593929713031181
"Simulated_5013",0.00106943184472252,0.0920107105173712,0.937452202048293,0.00187205235601795,0.0956486959458853,0.163023342246713,0.458182194944372
"Simulated_5004",0.0396425087737122,0.107758062478803,0.819076396502393,0.0113194557981774,0.347063267022405,0.176881736874637,0.458125252335438
"Simulated_6619",0.673177666303336,0.629492337123076,0.923890953819825,0.692073354662775,0.869150728376892,0.576665972864988,0.655698346946286
"Simulated_3351",0.0191849524889075,0.0875060565735259,0.992002032248576,0.00613532472836231,0.270004391972872,0.042386133494494,0.46353228743463
"Simulated_5003",0.0196295758198224,0.097549705266279,0.917397117415836,0.00919102985011755,0.31833138157871,0.173069605099442,0.50046043954352
"Simulated_6957",0.17716704551479,0.168055085626048,0.977102441372303,0.0693111203985561,0.559702182596257,0.15693454908646,0.492818578925192
"Simulated_6528",0.0171092558057683,0.0941304466669005,0.859601037516379,0.00590244695748632,0.235013665070412,0.269046452404507,0.463369697888874
"Simulated_6586",0.287813624502654,0.670389792086596,0.615493221381394,0.102648431731123,0.715905533920145,0.473119427896588,0.648767429139419
"Simulated_6600",0.028744834998584,0.0905364625673797,0.68329144048988,0.00825659184740446,0.28932556231198,0.331301566613921,0.453024808976683
"Simulated_6946",0.125030874234672,0.149152185893971,0.744522287884055,0.0653978243931492,0.470408988200827,0.155633573001004,0.472601650571528
"Simulated_6846",0.441789512792387,0.615856514030888,0.912927507554082,0.427001884909727,0.78486056421508,0.37417927972494,0.593228258073832
"Simulated_2910",0.0442905299624312,0.121263235585939,0.944934085621841,0.0253565427982374,0.353818362967742,0.16873851108147,0.45518849301364
"Simulated_6597",0.488333985757361,0.702425245853901,0.515989250474637,0.318783736832145,0.725882666973284,0.552379619282141,0.650677457073265
"Simulated_6507",0.0128152398687578,0.093905028607726,0.91691178436773,0.00199342634030697,0.204530542082711,0.128590290562163,0.46353228743463
"Simulated_6921",0.014270049223303,0.0875380622090698,0.959952670000268,0.00370737144802646,0.224734907621607,0.122763220442686,0.46353228743463
"Simulated_4628",0.0592633678055573,0.0987686444734063,0.989384175201218,0.0177656440866993,0.360771721546938,0.0642741260750321,0.450014247100749
"Simulated_2902",0.0611790683989894,0.123734491965381,0.955471027087734,0.0210206025493832,0.442356574294701,0.101281579336235,0.47718945212191
"Simulated_6887",0.514096751858715,0.681991724327976,0.556444367195229,0.236642535165014,0.701541359590043,0.359234065915716,0.629032245151123
"Simulated_6952",0.599058699518885,0.65236198237934,0.684560258844293,0.317950204703039,0.763548804062953,0.401290329355007,0.696125279521058
"Simulated_6880",0.156627854101785,0.541733262258851,0.927938069898655,0.126371302250143,0.585527142094759,0.318895533488757,0.543203750988195
"Simulated_6527",0.0373547845070844,0.105008192109956,0.621246356659626,0.017833157484254,0.318920903569756,0.087227123768729,0.456009838516684
"Simulated_1906",0.000100874283216025,0.0963648521848308,0.982346177500869,0.00313059684589867,0.0968203475331001,0.117426401439393,0.468559135708842
"Simulated_2904",1,0.644245557473472,0.556834772842741,0.997902818682342,1,0.578077904607693,0.722279538724644
"Simulated_6596",0.00221323954602735,0.101411581498808,0.958309490066048,0.00712759746477487,0.219912165649442,0.108051337309224,0.479919575680829
"Simulated_6582",0.169481544148877,0.196551600978642,0.938229002326389,0.116288702461149,0.566035770335094,0.327704870667095,0.515203023439643
"Simulated_6928",0.357115476717531,0.624543538268105,0.930378105195603,0.0738676994709947,0.652072290292228,0.305774162393926,0.548308364124266
"Simulated_6932",0.000249302839731594,0.0974972444812258,0.971465625584941,0.00282916895463181,0.131660902235034,0.102243427744457,0.466322118844698
"Simulated_6512",0.00296845653639348,0.085405503349408,0.954243655908229,0.00291568812960541,0.150455412444615,0.0621453249628287,0.452802062366591
"Simulated_6504",0.15375784533191,0.553101235523379,0.191234591009974,0.254171903823135,0.639675637825263,0.446775146285676,0.539459049637034
"Simulated_6849",0.18398785584119,0.153776158526827,0.873385565687088,0.0543768342749942,0.575337246157977,0.26760116184358,0.507554545071875
"Simulated_6891",0.000260120700754923,0.101452540660429,0.953698157606225,0.00261012043745057,0.165676928142344,0.365261523179766,0.517794573015216
"Simulated_6530",0.00437566685066808,0.109506353980031,0.844873920367943,0.00324985025285007,0.230483924316399,0.0917462619941311,0.471032149468021
"Simulated_2905",0.0291451839846553,0.110756675799602,0.93064015830147,0.00742780765775863,0.308011567528291,0.100592875732003,0.448983250698915
"Simulated_6944",0.0175920788323305,0.0970002152521201,0.981870203492259,0.00687290894965042,0.34372630431494,0.0865849556019814,0.46342664695515
"Simulated_6917",0.329636482878197,0.206224885210348,0.762768403882665,0.228712649501851,0.682674709988547,0.277142491272371,0.537249332495585
"Simulated_6509",0.252828644789446,0.566514561157748,0.978427413963687,0.144006296847097,0.641617134674882,0.421981430661796,0.554376146560006
"Simulated_6847",0.0186655133335559,0.0818817876242298,0.978471535149878,0.00732706336722999,0.249256908405563,0.102026702952972,0.455994197368506
"Simulated_6520",0.157907902914022,0.542597336694559,0.72223841484611,0.0278682197052917,0.560488545632263,0.265006920693709,0.528625082795472
"Simulated_2907",0.165999330649629,0.149908352998483,0.962538438912212,0.0915833655658811,0.551881026833531,0.181618252279547,0.531199141428355
"Simulated_6601",0.497578333088581,0.657433139044777,0.672311950156429,0.243124426458516,0.711236985962313,0.435615726367822,0.611015846780567
"Simulated_6906",0.00110623728639787,0.082407258541428,0.941230579993048,0.00148044098349542,0.118412341487641,0.068928599236735,0.453825803747304
"Simulated_6563",0.0098383107844623,0.113798498798996,0.98259352354467,0.00615750160325212,0.297721295940044,0.176447125333157,0.486012016819729
"Simulated_6501",0.131012121628135,0.165805475472299,0.967738053854587,0.0859319995278897,0.538303891881095,0.182387714324041,0.494363781718617
"Simulated_6609",0.000316758940758475,0.106462894484261,0.971444233494665,0.00238796951497156,0.153965357136531,0.0450329297181236,0.467943676870688
"Simulated_6924",0.000150737955145625,0.0957373167519147,0.916612295103885,0.00269177627403172,0.120545189464217,0.0457734163544253,0.461020724224986
"Simulated_6523",0.138769831709263,0.51361754525299,0.943582372917613,0.192550615249368,0.674246348759016,0.36534598083402,0.561858099338787
"Simulated_2909",0.397807368680129,0.752364717918735,0.491128967564243,0.626402390393305,0.841498008311328,0.643232298801272,0.711232736991445
"Simulated_6502",0.374121483349119,0.644411930026848,0.545320480252427,0.223063330554001,0.710807570018982,0.332556019347602,0.564937533262068
"Simulated_6965",0.000146444675505859,0.0976169968495487,0.805255769179347,0.00219181636608545,0.072578550179711,0.0836900324093929,0.453825803747304
"Simulated_2913",0.00206804623930274,0.103618924989156,0.666078829852662,0.00322003319425868,0.125164527669252,0.0530103862867053,0.457288727084174
"Simulated_6606",0.0995291833890074,0.121558324826568,0.924433778110544,0.071905618984361,0.488125257150314,0.245810656977554,0.506053937241749
"Simulated_2918",0.0552327172473399,0.471541924964272,0.975380378105196,0.0444407810198895,0.444318931479641,0.139715090793728,0.491011800316817
"Simulated_6918",0.00555635660308028,0.0921859396190544,0.941003289033879,0.00499363864010882,0.236146090313189,0.0683414468960274,0.459205936325085
"Simulated_6915",0.249820976373387,0.532768982213551,0.818029521084579,0.129192798323848,0.684953522427672,0.412204771575847,0.539011122976272
"Simulated_6850",0.411310949281497,0.671784073316567,0.746455598042624,0.22408079412297,0.702333116062161,0.418120540104331,0.625768062406867
"Simulated_6886",0.000933011961381495,0.0982991412054112,0.776788245046393,0.00249934489909187,0.170944679380053,0.144397836259857,0.465298377463985
"Simulated_6517",0.0929673048922532,0.130395856469486,0.955424231890259,0.0385489019308326,0.423783348763697,0.268648697310755,0.467707123643849
"Simulated_6866",0.060060247750436,0.137806602731688,0.944141241276039,0.0373323508938211,0.435113906643617,0.137213007102591,0.47615965521074
"Simulated_6559",0.0854928991632927,0.152445598442148,0.96143674626307,0.0648591260584063,0.448941544203923,0.212014849930728,0.469531316179618
"Simulated_6878",0.0543564951191547,0.133403703708078,0.978867288819958,0.0342141534835551,0.377565787516523,0.0965548259723488,0.471043796397075
"Simulated_2925",0.017137171146785,0.11062576225818,0.981676337674145,0.0101161366202527,0.268393613908093,0.0735892816903395,0.456641788328976
"Simulated_6937",0.142407829181108,0.573439708107169,0.899705858758723,0.0528415374094113,0.478031606006367,0.182461823226874,0.483617456650438
"Simulated_6933",0.0106937341646959,0.110396298257322,0.937533759392467,0.00234331820783962,0.218584857709199,0.0619564839408522,0.455188070213065
"Simulated_6513",0.0243196655992613,0.103399278652374,0.852164612134663,0.00787688610651627,0.295164533853782,0.180794854575735,0.462402905574437
"Simulated_6853",0.0117405056501144,0.108025149551078,0.88962617322245,0.0116164193841827,0.258825927274528,0.0949971022612093,0.460864215476875
"Simulated_5031",0.15032069765981,0.139272652862713,0.939321335936037,0.0597265426699999,0.478069911650898,0.166198511541248,0.482447717262953
"Simulated_6572",0.392991292101953,0.626831660908455,0.764088028451482,0.356998880341984,0.717494915869247,0.605342567569698,0.602741294389568
"Simulated_6578",0.00388147279564918,0.0980172791614367,0.967266090862903,0.00449985752128401,0.1995819822577,0.112727867739257,0.459205936325085
"Simulated_3343",0.117835158287898,0.134353848738287,0.830376768189962,0.086800786992732,0.536622961264167,0.042637211924647,0.480202030142069
"Simulated_3355",0.15949281427745,0.591634399642173,0.9354801187261,0.0667522202646122,0.583359428698185,0.186667534707381,0.531448010314257
"Simulated_3339",0.118870858442643,0.148928331477826,0.962844613204268,0.0434546061067187,0.476222790702601,0.199842330477206,0.514598475206817
"Simulated_2947",0.000276901483151783,0.0872702129265132,0.952258871032436,0.00156046287725009,0.100720236629408,0.0885502759967365,0.45321034490915
